additional_loans,installment_rate,account_status,applicant_age,housing_status,dependents,residence_years,is_foreign,property_value,repayment_history,guarantor,loan_amount,marital_gender,savings_category,num_existing_loans,employment_term,has_phone,loan_purpose,occupation,loan_duration,target
b'none',4.0,b'<0',22.0,b'rent',1.0,1.0,b'yes',b'car',b'existing paid',b'none',1858.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',4.0,b'<0',65.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',2600.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',18.0,b'bad'
b'none',4.0,b'no checking',35.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',1979.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'radio/tv',b'skilled',15.0,b'good'
b'none',2.0,b'>=200',41.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',2116.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',6.0,b'good'
b'none',2.0,b'0<=X<200',29.0,b'own',1.0,3.0,b'yes',b'no known property',b'all paid',b'none',1437.0,b'male single',b'100<=X<500',1.0,b'4<=X<7',b'none',b'new car',b'skilled',9.0,b'bad'
b'none',4.0,b'no checking',36.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',4042.0,b'male single',b'500<=X<1000',2.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',42.0,b'good'
b'none',1.0,b'no checking',64.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',3832.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'education',b'unskilled resident',9.0,b'good'
b'none',2.0,b'<0',28.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',3660.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'bank',4.0,b'<0',44.0,b'own',1.0,3.0,b'yes',b'car',b'all paid',b'none',1553.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',18.0,b'bad'
b'none',4.0,b'0<=X<200',23.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',1444.0,b'male single',b'no known savings',1.0,b'<1',b'none',b'radio/tv',b'skilled',15.0,b'good'
b'none',2.0,b'no checking',19.0,b'rent',1.0,2.0,b'yes',b'car',b'existing paid',b'co applicant',1980.0,b'female div/dep/mar',b'<100',2.0,b'<1',b'none',b'furniture/equipment',b'skilled',9.0,b'bad'
b'none',3.0,b'0<=X<200',25.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1355.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'new car',b'unskilled resident',24.0,b'bad'
b'bank',4.0,b'no checking',47.0,b'own',2.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',1393.0,b'male single',b'<100',3.0,b'>=7',b'yes',b'education',b'skilled',12.0,b'good'
b'none',4.0,b'no checking',28.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',1376.0,b'female div/dep/mar',b'500<=X<1000',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'none',2.0,b'no checking',21.0,b'own',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',15653.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',60.0,b'good'
b'none',4.0,b'no checking',34.0,b'own',2.0,3.0,b'yes',b'car',b'existing paid',b'none',1493.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'bank',3.0,b'<0',26.0,b'own',2.0,2.0,b'yes',b'life insurance',b'delayed previously',b'none',4370.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',42.0,b'bad'
b'none',4.0,b'<0',27.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',750.0,b'female div/dep/mar',b'<100',1.0,b'unemployed',b'none',b'education',b'unemp/unskilled non res',18.0,b'bad'
b'none',4.0,b'0<=X<200',38.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1308.0,b'male single',b'<100',2.0,b'>=7',b'none',b'repairs',b'unskilled resident',15.0,b'good'
b'none',3.0,b'no checking',40.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',4623.0,b'male single',b'100<=X<500',1.0,b'1<=X<4',b'yes',b'education',b'high qualif/self emp/mgmt',15.0,b'bad'
b'none',4.0,b'no checking',33.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'guarantor',1851.0,b'male mar/wid',b'<100',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',4.0,b'<0',32.0,b'own',1.0,1.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1880.0,b'male mar/wid',b'<100',2.0,b'4<=X<7',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',18.0,b'good'
b'none',4.0,b'no checking',27.0,b'rent',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',7980.0,b'male single',b'no known savings',2.0,b'<1',b'yes',b'business',b'skilled',36.0,b'bad'
b'none',2.0,b'<0',32.0,b'own',1.0,2.0,b'yes',b'real estate',b'no credits/all paid',b'guarantor',4583.0,b'male div/sep',b'<100',2.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',30.0,b'good'
b'none',2.0,b'no checking',26.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1386.0,b'female div/dep/mar',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'new car',b'skilled',12.0,b'bad'
b'bank',4.0,b'>=200',38.0,b'for free',2.0,3.0,b'yes',b'no known property',b'existing paid',b'none',947.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',4.0,b'<0',40.0,b'rent',2.0,4.0,b'yes',b'car',b'existing paid',b'none',684.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'education',b'unskilled resident',12.0,b'bad'
b'none',4.0,b'<0',50.0,b'for free',1.0,1.0,b'yes',b'no known property',b'existing paid',b'none',7476.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'education',b'high qualif/self emp/mgmt',48.0,b'good'
b'none',4.0,b'0<=X<200',37.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1922.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',12.0,b'bad'
b'none',4.0,b'<0',45.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'co applicant',2303.0,b'male single',b'<100',1.0,b'>=7',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',2.0,b'0<=X<200',42.0,b'own',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',8086.0,b'male single',b'100<=X<500',4.0,b'>=7',b'yes',b'new car',b'high qualif/self emp/mgmt',36.0,b'bad'
b'none',4.0,b'no checking',35.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',2346.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'used car',b'skilled',24.0,b'good'
b'none',1.0,b'<0',22.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',3973.0,b'male single',b'<100',1.0,b'unemployed',b'none',b'new car',b'skilled',14.0,b'good'
b'bank',4.0,b'0<=X<200',41.0,b'own',2.0,4.0,b'yes',b'car',b'existing paid',b'none',888.0,b'male single',b'<100',1.0,b'>=7',b'none',b'new car',b'unskilled resident',12.0,b'bad'
b'stores',4.0,b'no checking',37.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',10222.0,b'male single',b'no known savings',1.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',48.0,b'good'
b'none',2.0,b'0<=X<200',28.0,b'own',1.0,1.0,b'yes',b'car',b'no credits/all paid',b'none',4221.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'none',b'business',b'skilled',30.0,b'good'
b'none',2.0,b'0<=X<200',41.0,b'own',1.0,1.0,b'yes',b'no known property',b'critical/other existing credit',b'none',6361.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',18.0,b'good'
b'none',3.0,b'>=200',23.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1297.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',4.0,b'<0',23.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',900.0,b'male mar/wid',b'no known savings',1.0,b'1<=X<4',b'none',b'new car',b'skilled',12.0,b'bad'
b'none',4.0,b'no checking',50.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',2241.0,b'male single',b'<100',2.0,b'>=7',b'none',b'furniture/equipment',b'skilled',21.0,b'good'
b'stores',4.0,b'0<=X<200',35.0,b'own',1.0,1.0,b'yes',b'life insurance',b'delayed previously',b'none',1050.0,b'male single',b'<100',2.0,b'unemployed',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',6.0,b'good'
b'none',2.0,b'>=200',50.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1047.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'education',b'unskilled resident',6.0,b'good'
b'bank',4.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'no known property',b'critical/other existing credit',b'co applicant',6314.0,b'male single',b'<100',2.0,b'unemployed',b'yes',b'other',b'high qualif/self emp/mgmt',24.0,b'good'
b'stores',4.0,b'0<=X<200',34.0,b'own',2.0,2.0,b'yes',b'car',b'all paid',b'none',3496.0,b'male single',b'>=1000',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',30.0,b'good'
b'stores',1.0,b'no checking',27.0,b'own',1.0,1.0,b'yes',b'real estate',b'all paid',b'none',3609.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'business',b'skilled',48.0,b'good'
b'none',3.0,b'<0',43.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'co applicant',4843.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'new car',b'skilled',12.0,b'bad'
b'none',4.0,b'>=200',47.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',3017.0,b'male single',b'<100',1.0,b'>=7',b'none',b'radio/tv',b'skilled',30.0,b'good'
b'none',3.0,b'no checking',27.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',4139.0,b'male single',b'100<=X<500',2.0,b'1<=X<4',b'yes',b'business',b'unskilled resident',24.0,b'good'
b'none',2.0,b'no checking',31.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',5742.0,b'male single',b'100<=X<500',2.0,b'4<=X<7',b'yes',b'business',b'skilled',36.0,b'good'
b'none',2.0,b'no checking',42.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',10366.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'new car',b'high qualif/self emp/mgmt',60.0,b'good'
b'none',1.0,b'no checking',24.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',2080.0,b'male mar/wid',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'new car',b'skilled',6.0,b'good'
b'bank',4.0,b'no checking',41.0,b'own',2.0,2.0,b'yes',b'real estate',b'delayed previously',b'none',2580.0,b'male single',b'500<=X<1000',1.0,b'<1',b'none',b'business',b'unskilled resident',21.0,b'bad'
b'none',4.0,b'no checking',26.0,b'rent',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',4530.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',30.0,b'good'
b'none',4.0,b'no checking',33.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',5150.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',24.0,b'good'
b'none',2.0,b'0<=X<200',24.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',5595.0,b'male mar/wid',b'100<=X<500',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',72.0,b'bad'
b'bank',4.0,b'<0',64.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',2384.0,b'male single',b'<100',1.0,b'>=7',b'none',b'radio/tv',b'unskilled resident',24.0,b'good'
b'none',3.0,b'no checking',26.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',1453.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'none',1.0,b'no checking',56.0,b'own',1.0,2.0,b'yes',b'no known property',b'existing paid',b'none',1538.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'education',b'skilled',6.0,b'good'
b'none',4.0,b'no checking',37.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',2279.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',12.0,b'good'
b'bank',4.0,b'no checking',33.0,b'own',1.0,3.0,b'yes',b'real estate',b'delayed previously',b'none',1478.0,b'male mar/wid',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',15.0,b'good'
b'none',3.0,b'no checking',47.0,b'for free',1.0,3.0,b'yes',b'no known property',b'critical/other existing credit',b'none',5103.0,b'male mar/wid',b'<100',3.0,b'<1',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',1.0,b'0<=X<200',31.0,b'own',2.0,3.0,b'yes',b'life insurance',b'delayed previously',b'none',9857.0,b'male single',b'100<=X<500',2.0,b'4<=X<7',b'yes',b'business',b'unskilled resident',36.0,b'good'
b'none',4.0,b'no checking',34.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',6527.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'yes',b'new car',b'skilled',60.0,b'good'
b'none',4.0,b'>=200',27.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1347.0,b'male single',b'no known savings',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',10.0,b'good'
b'none',4.0,b'0<=X<200',30.0,b'for free',1.0,3.0,b'yes',b'no known property',b'delayed previously',b'none',2862.0,b'male single',b'100<=X<500',1.0,b'>=7',b'none',b'new car',b'skilled',36.0,b'good'
b'none',3.0,b'no checking',35.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'co applicant',2753.0,b'male single',b'100<=X<500',1.0,b'>=7',b'yes',b'radio/tv',b'skilled',9.0,b'good'
b'none',1.0,b'<0',31.0,b'own',2.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',3651.0,b'male single',b'>=1000',1.0,b'1<=X<4',b'none',b'new car',b'skilled',12.0,b'good'
b'none',2.0,b'<0',25.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',975.0,b'male div/sep',b'<100',2.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',15.0,b'good'
b'none',3.0,b'0<=X<200',25.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',2631.0,b'female div/dep/mar',b'100<=X<500',1.0,b'1<=X<4',b'none',b'repairs',b'unskilled resident',15.0,b'good'
b'none',2.0,b'0<=X<200',29.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',2896.0,b'male single',b'100<=X<500',1.0,b'<1',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'none',1.0,b'<0',44.0,b'own',2.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'none',4716.0,b'male single',b'no known savings',2.0,b'<1',b'none',b'new car',b'unskilled resident',6.0,b'good'
b'none',4.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',2284.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',2.0,b'no checking',50.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',1236.0,b'male single',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'used car',b'skilled',6.0,b'good'
b'none',4.0,b'0<=X<200',29.0,b'own',1.0,3.0,b'no',b'real estate',b'existing paid',b'guarantor',1103.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',1.0,b'no checking',38.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',926.0,b'female div/dep/mar',b'<100',1.0,b'unemployed',b'none',b'new car',b'unemp/unskilled non res',12.0,b'good'
b'none',4.0,b'no checking',24.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',1800.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'none',4.0,b'>=200',40.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1905.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'education',b'high qualif/self emp/mgmt',15.0,b'good'
b'none',4.0,b'no checking',29.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1123.0,b'female div/dep/mar',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',12.0,b'bad'
b'none',4.0,b'<0',46.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',6331.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'used car',b'skilled',48.0,b'bad'
b'none',4.0,b'>=200',47.0,b'for free',1.0,2.0,b'yes',b'no known property',b'existing paid',b'none',1377.0,b'female div/dep/mar',b'100<=X<500',1.0,b'>=7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'stores',4.0,b'0<=X<200',41.0,b'own',1.0,2.0,b'yes',b'life insurance',b'delayed previously',b'none',2503.0,b'male single',b'100<=X<500',2.0,b'>=7',b'none',b'business',b'skilled',30.0,b'good'
b'none',4.0,b'0<=X<200',32.0,b'own',2.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',2528.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'business',b'skilled',27.0,b'good'
b'none',1.0,b'no checking',35.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',5324.0,b'female div/dep/mar',b'500<=X<1000',1.0,b'>=7',b'none',b'new car',b'skilled',15.0,b'good'
b'none',3.0,b'0<=X<200',24.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',6560.0,b'male single',b'100<=X<500',1.0,b'4<=X<7',b'none',b'new car',b'skilled',48.0,b'bad'
b'none',4.0,b'0<=X<200',25.0,b'rent',1.0,3.0,b'yes',b'life insurance',b'no credits/all paid',b'none',2969.0,b'female div/dep/mar',b'<100',2.0,b'<1',b'none',b'furniture/equipment',b'skilled',12.0,b'bad'
b'none',4.0,b'0<=X<200',25.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1206.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'none',b'radio/tv',b'skilled',9.0,b'good'
b'none',2.0,b'0<=X<200',37.0,b'own',2.0,2.0,b'yes',b'real estate',b'existing paid',b'none',2118.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',9.0,b'good'
b'bank',4.0,b'no checking',32.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',629.0,b'male single',b'500<=X<1000',2.0,b'>=7',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',18.0,b'good'
b'none',4.0,b'<0',35.0,b'for free',1.0,4.0,b'yes',b'no known property',b'all paid',b'none',1198.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'none',b'education',b'skilled',6.0,b'bad'
b'none',4.0,b'no checking',46.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',2476.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',21.0,b'good'
b'none',4.0,b'<0',25.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1138.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',9.0,b'good'
b'none',4.0,b'0<=X<200',27.0,b'own',1.0,2.0,b'yes',b'no known property',b'existing paid',b'none',14027.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'new car',b'high qualif/self emp/mgmt',60.0,b'bad'
b'none',1.0,b'no checking',63.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',7596.0,b'male single',b'no known savings',2.0,b'>=7',b'none',b'used car',b'skilled',30.0,b'good'
b'none',3.0,b'no checking',40.0,b'own',2.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',3077.0,b'male single',b'no known savings',2.0,b'>=7',b'yes',b'radio/tv',b'skilled',30.0,b'good'
b'none',4.0,b'no checking',32.0,b'for free',1.0,2.0,b'yes',b'no known property',b'existing paid',b'none',1505.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',18.0,b'good'
b'none',3.0,b'>=200',31.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',3148.0,b'male single',b'no known savings',2.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'bank',3.0,b'0<=X<200',31.0,b'own',1.0,4.0,b'yes',b'car',b'no credits/all paid',b'none',6148.0,b'male mar/wid',b'100<=X<500',2.0,b'>=7',b'yes',b'used car',b'skilled',20.0,b'good'
b'none',4.0,b'>=200',34.0,b'own',1.0,2.0,b'yes',b'car',b'no credits/all paid',b'none',1337.0,b'male single',b'<100',2.0,b'<1',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',9.0,b'bad'
b'bank',4.0,b'0<=X<200',24.0,b'rent',2.0,2.0,b'yes',b'life insurance',b'all paid',b'none',433.0,b'female div/dep/mar',b'>=1000',1.0,b'<1',b'none',b'education',b'skilled',6.0,b'bad'
b'none',4.0,b'<0',24.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',1228.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',12.0,b'bad'
b'none',4.0,b'0<=X<200',66.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',790.0,b'female div/dep/mar',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',9.0,b'good'
b'none',3.0,b'no checking',21.0,b'rent',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',2570.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'new car',b'skilled',27.0,b'bad'
b'bank',2.0,b'no checking',41.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',250.0,b'female div/dep/mar',b'>=1000',2.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',6.0,b'good'
b'none',2.0,b'no checking',47.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1316.0,b'male mar/wid',b'500<=X<1000',2.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',15.0,b'good'
b'bank',4.0,b'<0',25.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1882.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',18.0,b'bad'
b'none',4.0,b'0<=X<200',59.0,b'rent',1.0,3.0,b'yes',b'no known property',b'all paid',b'none',6416.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'none',b'business',b'skilled',48.0,b'bad'
b'none',2.0,b'>=200',36.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1275.0,b'male div/sep',b'>=1000',2.0,b'1<=X<4',b'yes',b'business',b'skilled',24.0,b'good'
b'none',1.0,b'0<=X<200',33.0,b'own',1.0,2.0,b'yes',b'car',b'delayed previously',b'none',6403.0,b'male single',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'none',2.0,b'<0',21.0,b'rent',2.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1987.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',24.0,b'bad'
b'none',4.0,b'0<=X<200',44.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'guarantor',760.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'unskilled resident',8.0,b'good'
